Year,Area,Total Bathrooms,Bedrooms,Curr List Price,Number of Offers,Selling Price
2017,120,2,3,1195000,5,"1,325,000"
2017,120,2,3,1168000,5,"1,300,000"
2017,120,2,3,1365000,5,"1,485,000"
2017,120,2,3,875000,5,"1,035,000"
2017,120,3,3,1495000,5,"1,470,000"
2017,120,2,4,1595000,5,"1,690,000"
2017,120,2,4,1595000,5,"1,890,000"
2017,120,3,5,1695000,5,"1,800,000"
2017,120,1,3,895000,6,"1,055,000"
2017,120,2,3,619000,6,"705,000"
2017,120,2,3,1199000,6,"1,412,000"
2017,120,2,3,1795000,6,"2,000,000"
2017,120,2,3,1648000,6,"1,860,000"
2017,120,2,3,1475000,6,"1,735,000"
2017,120,2,3,1250000,6,"1,400,000"
2017,120,2,3,1195000,6,"1,375,000"
2017,120,3,3,1500000,6,"1,725,000"
2017,120,3,4,1799000,6,"2,250,000"
2017,120,6,6,1520000,6,"1,670,000"
2017,120,1,2,899000,8,"1,100,000"
2017,120,2,2,750000,8,"871,000"
2017,120,2,2,879000,8,"1,005,000"
2017,120,2,3,699000,8,"775,000"
2017,120,2,3,1050000,8,"1,252,615"
2017,120,3,3,899000,8,"900,000"
2017,120,2,3,795000,9,"1,051,000"
2017,120,3,4,1085000,9,"1,317,000"
2017,120,3,3,1375000,10,"1,580,000"
2017,120,3,4,849000,10,"1,100,000"
2017,120,1,2,988000,11,"1,215,000"
2017,120,2,2,729000,11,"910,000"
2017,120,2,3,1195000,11,"1,500,000"
2017,120,2,3,1100000,15,"1,425,000"
2017,120,1,3,899000,16,"1,210,000"
2017,120,3,4,1449000,16,"2,000,000"
2017,130,2,3,1749000,2,"1,749,000"
2017,130,3,3,2100000,2,"2,100,000"
2017,150,1,2,619000,2,"635,000"
2017,150,1,2,635000,2,"656,000"
2017,150,1,2,399000,2,"350,000"
2017,150,2,2,1275000,2,"1,215,000"
2017,150,1,3,619000,2,"635,000"
2017,150,1,3,629000,2,"605,000"
2017,150,1,3,699000,2,"765,000"
2017,150,2,3,699000,2,"705,000"
2017,150,2,3,665000,2,"660,000"
2017,150,2,3,650000,2,"640,000"
2017,150,2,3,679000,2,"682,000"
2017,150,2,3,745000,2,"760,000"
2017,150,2,3,995000,2,"1,056,000"
2017,150,2,3,779000,2,"805,000"
2017,150,2,3,3800000,2,"3,200,000"
2017,150,2,3,669000,2,"670,000"
2017,150,2,3,699000,2,"736,000"
2017,150,2,3,659000,2,"699,000"
2017,150,2,3,795000,2,"840,000"
2017,150,2,3,785000,2,"798,000"
2017,150,2,3,749950,2,"740,000"
2017,150,2,3,689000,2,"695,000"
2017,150,2,3,799000,2,"799,000"
2017,150,2,3,759000,2,"729,000"
2017,150,2,3,789000,2,"805,000"
2017,150,2,3,830000,2,"820,000"
2017,150,2,3,739000,2,"721,000"
2017,150,2,3,799000,2,"819,000"
2017,150,2,3,749000,2,"765,000"
2017,150,2,3,685000,2,"701,000"
2017,150,2,3,609000,2,"610,000"
2017,150,2,3,729000,2,"750,000"
2017,150,2,3,599000,2,"630,000"
2017,150,2,3,625000,2,"623,000"
2017,150,2,3,789000,2,"800,000"
2017,150,2,3,649900,2,"670,000"
2017,150,2,3,689000,2,"725,000"
2017,150,2,3,689000,2,"761,000"
2017,150,3,3,974000,2,"955,000"
2017,150,3,3,754000,2,"728,000"
2017,150,3,3,729000,2,"719,000"
2017,150,3,3,725000,2,"702,000"
2017,150,3,3,755000,2,"775,000"
2017,150,3,3,839000,2,"847,000"
2017,150,3,3,1195000,2,"1,265,000"
2017,150,3,3,1495000,2,"1,460,000"
2017,150,3,3,899000,2,"930,000"
2017,150,3,3,719000,2,"742,000"
2017,150,3,3,1025000,2,"906,500"
2017,150,3,3,1325000,2,"1,290,000"
2017,150,3,3,820000,2,"850,000"
2017,150,3,3,837300,2,"877,000"
2017,150,4,3,878000,2,"877,000"
2017,150,2,4,669000,2,"650,000"
2017,150,2,4,839000,2,"861,000"
2017,150,2,4,1325000,2,"1,375,000"
2017,150,2,4,759950,2,"791,000"
2017,150,2,4,769000,2,"820,000"
2017,150,2,4,895000,2,"925,000"
2017,150,2,4,769000,2,"785,000"
2017,150,2,4,1150000,2,"1,155,000"
2017,150,2,4,859000,2,"875,000"
2017,150,3,4,870000,2,"880,000"
2017,150,3,4,1049000,2,"1,100,000"
2017,150,3,4,1365000,2,"1,365,000"
2017,150,3,4,1050000,2,"1,067,000"
2017,150,3,4,975000,2,"1,010,000"
2017,150,3,4,1149000,2,"1,200,000"
2017,150,3,4,1125000,2,"1,140,000"
2017,150,3,4,859000,2,"850,000"
2017,150,3,4,1399000,2,"1,360,000"
2017,150,3,4,1100000,2,"1,150,000"
2017,150,3,4,1049000,2,"1,101,000"
2017,150,3,4,799000,2,"799,000"
2017,150,3,4,1197000,2,"1,250,000"
2017,150,3,4,900000,2,"930,000"
2017,150,3,4,888000,2,"910,000"
2017,150,3,4,999000,2,"1,075,000"
2017,150,3,4,875000,2,"875,000"
2017,150,3,4,1395000,2,"1,395,000"
2017,150,3,4,1099000,2,"1,135,000"
2017,150,3,4,859000,2,"899,000"
2017,150,3,4,1595000,2,"1,525,000"
2017,150,3,4,849000,2,"836,500"
2017,150,3,4,799000,2,"805,000"
2017,150,3,4,899000,2,"899,000"
2017,150,3,4,1200000,2,"1,250,000"
2017,150,3,4,825000,2,"865,000"
2017,150,3,4,950000,2,"980,000"
2017,150,3,4,879000,2,"879,000"
2017,150,3,4,935000,2,"962,000"
2017,150,3,4,939000,2,"950,000"
2017,150,3,4,950000,2,"940,000"
2017,150,3,4,1249999,2,"1,125,000"
2017,150,3,4,998000,2,"1,064,288"
2017,150,3,4,985000,2,"1,000,000"
2017,150,3,4,915000,2,"920,000"
2017,150,4,4,1149000,2,"1,125,000"
2017,150,4,4,1299000,2,"1,325,000"
2017,150,4,4,1599000,2,"1,599,000"
2017,150,4,4,899000,2,"925,000"
2017,150,4,4,869000,2,"902,000"
2017,150,4,4,899000,2,"899,000"
2017,150,4,4,1799000,2,"1,795,000"
2017,150,4,4,975000,2,"1,025,000"
2017,150,4,4,1575000,2,"1,600,000"
2017,150,5,4,1495000,2,"1,719,000"
2017,150,5,4,1499000,2,"1,530,000"
2017,150,3,5,899000,2,"920,000"
2017,150,3,5,1555000,2,"1,450,000"
2017,150,4,5,1650000,2,"1,650,000"
2017,150,4,5,1125000,2,"1,175,000"
2017,150,4,5,1099000,2,"1,124,000"
2017,150,5,6,1299000,2,"1,300,000"
2017,150,1,2,585000,3,"617,000"
2017,150,1,2,579000,3,"630,000"
2017,150,1,2,639000,3,"671,000"
2017,150,3,2,699000,3,"720,000"
2017,150,1,3,639000,3,"650,000"
2017,150,2,3,774500,3,"750,000"
2017,150,2,3,829000,3,"854,000"
2017,150,2,3,699900,3,"735,000"
2017,150,2,3,699000,3,"685,000"
2017,150,2,3,649000,3,"670,000"
2017,150,2,3,739000,3,"760,000"
2017,150,2,3,699000,3,"725,000"
2017,150,2,3,699000,3,"680,000"
2017,150,2,3,789000,3,"852,950"
2017,150,2,3,749000,3,"779,000"
2017,150,2,3,899000,3,"970,000"
2017,150,2,3,980000,3,"1,060,000"
2017,150,2,3,1195000,3,"1,225,000"
2017,150,2,3,739000,3,"753,000"
2017,150,2,3,1095000,3,"1,155,000"
2017,150,2,3,679000,3,"735,000"
2017,150,2,3,1250000,3,"1,250,000"
2017,150,2,3,735000,3,"738,000"
2017,150,2,3,775000,3,"740,000"
2017,150,2,3,605000,3,"620,000"
2017,150,3,3,749000,3,"805,000"
2017,150,3,3,1049000,3,"1,090,000"
2017,150,3,3,919000,3,"940,000"
2017,150,3,3,859000,3,"865,000"
2017,150,3,3,829000,3,"850,000"
2017,150,3,3,895000,3,"935,000"
2017,150,3,3,915000,3,"915,000"
2017,150,3,3,865000,3,"878,000"
2017,150,3,3,875000,3,"905,000"
2017,150,3,3,849000,3,"916,000"
2017,150,4,3,995000,3,"1,025,000"
2017,150,2,4,799000,3,"755,000"
2017,150,2,4,879000,3,"930,000"
2017,150,2,4,779000,3,"785,000"
2017,150,2,4,785000,3,"825,000"
2017,150,2,4,795000,3,"815,000"
2017,150,2,4,715000,3,"720,000"
2017,150,2,4,679500,3,"705,000"
2017,150,2,4,849000,3,"857,500"
2017,150,2,4,849000,3,"893,000"
2017,150,2,4,699000,3,"680,000"
2017,150,2,4,699000,3,"720,000"
2017,150,2,4,949000,3,"975,000"
2017,150,2,4,895000,3,"935,000"
2017,150,2,4,655000,3,"700,000"
2017,150,3,4,939000,3,"955,000"
2017,150,3,4,1250000,3,"1,263,500"
2017,150,3,4,948480,3,"948,480"
2017,150,3,4,1579000,3,"1,576,000"
2017,150,3,4,925000,3,"965,000"
2017,150,3,4,1058888,3,"1,065,000"
2017,150,3,4,1349000,3,"1,349,000"
2017,150,3,4,1599000,3,"1,650,000"
2017,150,3,4,799000,3,"825,000"
2017,150,3,4,859000,3,"870,500"
2017,150,3,4,699000,3,"699,000"
2017,150,3,4,1145000,3,"1,175,000"
2017,150,4,4,899000,3,"890,000"
2017,150,4,4,1599000,3,"1,705,000"
2017,150,4,4,1060000,3,"1,045,000"
2017,150,4,4,899000,3,"863,000"
2017,150,4,4,1350000,3,"1,400,000"
2017,150,5,4,1399000,3,"1,470,000"
2017,150,3,5,989000,3,"865,000"
2017,150,3,5,949000,3,"930,000"
2017,150,3,5,1089000,3,"1,125,000"
2017,150,4,5,959000,3,"975,000"
2017,150,6,5,1895000,3,"1,870,000"
2017,150,3,6,1025000,3,"1,100,000"
2017,150,1,2,549900,4,"550,000"
2017,150,1,3,499900,4,"475,000"
2017,150,2,3,799000,4,"795,000"
2017,150,2,3,679000,4,"665,000"
2017,150,2,3,725000,4,"775,000"
2017,150,2,3,799950,4,"825,000"
2017,150,2,3,749000,4,"784,000"
2017,150,2,3,599000,4,"615,500"
2017,150,2,3,629000,4,"635,000"
2017,150,2,3,625000,4,"650,000"
2017,150,2,3,719000,4,"752,500"
2017,150,2,3,719000,4,"775,000"
2017,150,3,3,799000,4,"810,000"
2017,150,3,3,1250000,4,"1,250,000"
2017,150,3,3,897500,4,"1,000,000"
2017,150,3,3,1139000,4,"1,225,000"
2017,150,2,4,950000,4,"975,000"
2017,150,2,4,899000,4,"937,500"
2017,150,2,4,799000,4,"900,000"
2017,150,2,4,699000,4,"703,000"
2017,150,2,4,1425000,4,"1,385,000"
2017,150,2,4,715000,4,"710,000"
2017,150,3,4,939000,4,"990,000"
2017,150,3,4,1095000,4,"1,165,000"
2017,150,3,4,1525000,4,"1,610,000"
2017,150,3,4,719000,4,"745,000"
2017,150,3,4,899000,4,"1,000,000"
2017,150,3,4,839000,4,"862,000"
2017,150,3,4,735000,4,"760,000"
2017,150,1,1,425000,5,"390,000"
2017,150,1,2,425000,5,"425,000"
2017,150,1,2,529000,5,"615,824"
2017,150,1,2,525000,5,"560,000"
2017,150,1,2,545000,5,"562,000"
2017,150,1,2,595000,5,"630,000"
2017,150,2,3,749000,5,"785,000"
2017,150,2,3,788000,5,"790,000"
2017,150,2,3,945000,5,"1,095,000"
2017,150,2,3,679000,5,"700,000"
2017,150,2,3,690000,5,"713,000"
2017,150,2,3,698000,5,"762,500"
2017,150,3,3,749000,5,"809,000"
2017,150,3,3,999000,5,"1,180,000"
2017,150,4,3,779000,5,"859,000"
2017,150,2,4,859000,5,"881,000"
2017,150,2,4,900000,5,"905,000"
2017,150,2,4,850000,5,"856,000"
2017,150,3,4,950000,5,"1,010,000"
2017,150,3,4,3400000,5,"2,700,000"
2017,150,4,5,1549000,5,"1,625,000"
2017,150,1,3,615000,6,"642,000"
2017,150,2,3,715000,6,"740,000"
2017,150,2,3,749000,6,"779,000"
2017,150,2,3,739000,6,"783,000"
2017,150,2,3,975000,6,"1,050,000"
2017,150,2,3,549000,6,"605,000"
2017,150,2,3,759000,6,"812,000"
2017,150,2,3,775000,6,"910,000"
2017,150,3,3,629000,6,"681,000"
2017,150,3,3,1299000,6,"1,340,000"
2017,150,3,3,719000,6,"732,000"
2017,150,3,3,799000,6,"876,000"
2017,150,2,4,750000,6,"791,000"
2017,150,3,4,785000,6,"871,000"
2017,150,4,5,1399000,6,"1,375,000"
2017,150,2,3,699000,7,"732,000"
2017,150,2,3,925000,7,"1,077,000"
2017,150,2,3,735000,7,"766,267"
2017,150,3,3,789000,7,"850,000"
2017,150,2,4,1125000,7,"1,250,000"
2017,150,2,4,719000,7,"900,000"
2017,150,3,5,875000,7,"865,000"
2017,150,2,3,799000,8,"840,585"
2017,150,2,4,899000,8,"927,000"
2017,150,3,4,1099000,8,"1,150,000"
2017,150,2,3,749000,9,"852,535"
2017,150,3,4,1195000,9,"1,250,000"
2017,150,4,5,1350000,9,"1,450,000"
2017,150,2,3,639000,11,"735,000"
2017,150,3,4,878000,11,"980,270"
2017,150,3,4,899000,12,"990,000"
2017,150,2,3,695000,13,"790,000"
2017,150,2,3,639000,15,"725,000"
2017,150,2,4,699000,16,"900,000"
2017,170,5,4,2495000,3,"2,495,000"
2017,180,3,2,1850000,2,"1,801,000"
2017,180,2,3,2100000,2,"2,375,000"
2017,180,3,3,1700000,2,"1,633,000"
2017,180,3,3,2695000,2,"2,665,000"
2017,180,3,3,2250000,2,"2,225,000"
2017,180,2,4,1699000,2,"1,735,000"
2017,180,3,4,3150000,2,"2,875,000"
2017,180,3,4,1985000,2,"2,223,551"
2017,180,3,4,2495000,2,"2,500,000"
2017,180,4,4,2895000,2,"3,375,000"
2017,180,5,4,2898000,2,"2,785,000"
2017,180,4,6,3450000,2,"3,400,000"
2017,180,1,2,1150000,3,"1,181,000"
2017,180,3,4,2995000,3,"3,212,000"
2017,180,2,3,1895000,4,"2,025,000"
2017,180,4,4,2225000,4,"2,400,000"
2017,180,4,5,3100000,4,"3,600,000"
2017,180,8,6,4995000,4,"5,777,777"
2017,180,3,3,1425000,6,"1,530,000"
2017,180,5,5,2195000,6,"2,555,000"
2017,190,1,2,850000,2,"925,000"
2017,190,1,2,599000,2,"615,000"
2017,190,1,2,799000,2,"855,000"
2017,190,1,2,799000,2,"860,000"
2017,190,1,2,799000,2,"785,000"
2017,190,2,2,889000,2,"1,012,000"
2017,190,2,2,799000,2,"830,000"
2017,190,1,3,885000,2,"940,000"
2017,190,1,3,939000,2,"929,000"
2017,190,1,3,999000,2,"1,050,000"
2017,190,2,3,1150000,2,"1,215,000"
2017,190,2,3,1675000,2,"1,700,000"
2017,190,2,3,1525000,2,"1,675,000"
2017,190,2,3,1175000,2,"1,400,000"
2017,190,2,3,849000,2,"810,000"
2017,190,2,3,1195000,2,"1,225,000"
2017,190,2,3,1125000,2,"1,001,000"
2017,190,3,3,1250000,2,"1,320,000"
2017,190,3,3,1695000,2,"1,650,000"
2017,190,3,3,1295000,2,"1,320,000"
2017,190,3,3,1395000,2,"1,368,000"
2017,190,3,3,995000,2,"1,000,000"
2017,190,3,3,949000,2,"910,000"
2017,190,2,4,1695000,2,"1,900,000"
2017,190,3,4,799000,2,"845,000"
2017,190,3,4,1895000,2,"1,775,000"
2017,190,3,4,1875000,2,"1,935,000"
2017,190,3,5,2295000,2,"2,315,000"
2017,190,4,5,3395000,2,"3,100,000"
2017,190,4,5,2650000,2,"2,600,000"
2017,190,1,1,599000,3,"645,000"
2017,190,1,2,875000,3,"935,000"
2017,190,1,2,790000,3,"778,000"
2017,190,2,2,799000,3,"816,500"
2017,190,2,2,1250000,3,"1,200,000"
2017,190,2,2,899000,3,"1,075,000"
2017,190,2,3,1100000,3,"1,151,000"
2017,190,2,3,975000,3,"989,000"
2017,190,2,3,1095000,3,"1,205,000"
2017,190,2,3,1225000,3,"1,357,000"
2017,190,2,3,1299000,3,"1,403,000"
2017,190,2,3,619000,3,"770,000"
2017,190,3,3,995000,3,"1,025,000"
2017,190,3,3,1095000,3,"1,285,000"
2017,190,3,4,1750000,3,"1,950,000"
2017,190,3,4,1395000,3,"1,535,000"
2017,190,3,4,899000,3,"965,000"
2017,190,4,4,2175000,3,"2,275,000"
2017,190,3,5,849000,3,"850,000"
2017,190,1,2,775000,4,"850,000"
2017,190,1,2,875000,4,"1,017,500"
2017,190,2,2,699000,4,"785,000"
2017,190,2,2,799000,4,"925,000"
2017,190,1,3,1295000,4,"1,500,000"
2017,190,2,3,1279000,4,"1,410,000"
2017,190,3,3,1799000,4,"2,105,000"
2017,190,2,4,1350000,4,"1,491,000"
2017,190,3,4,1750000,4,"1,850,000"
2017,190,3,4,1250000,4,"1,420,000"
2017,190,3,2,699000,5,"817,455"
2017,190,2,3,839000,5,"942,000"
2017,190,2,3,1750000,5,"1,900,000"
2017,190,2,3,839000,5,"1,005,000"
2017,190,2,3,999000,5,"1,160,000"
2017,190,2,4,2995000,5,"2,720,000"
2017,190,1,2,879000,6,"1,015,000"
2017,190,1,2,799000,6,"905,000"
2017,190,2,3,1145000,6,"1,380,000"
2017,190,2,3,1300000,6,"1,470,000"
2017,190,2,3,1200000,6,"1,400,000"
2017,190,3,4,1695000,6,"1,900,000"
2017,190,2,3,975000,7,"1,125,000"
2017,190,2,3,899000,7,"1,125,000"
2017,190,2,3,1295000,7,"1,575,000"
2017,190,2,4,995000,7,"1,167,000"
2017,190,3,4,1495000,7,"1,815,000"
2017,190,3,3,1395000,8,"1,700,000"
2017,190,2,4,995000,8,"1,215,000"
2017,190,2,2,949000,10,"1,230,000"
2017,190,2,5,1099000,11,"1,310,000"
2017,190,2,3,899000,13,"1,310,000"
2017,200,1,2,695000,2,"660,000"
2017,200,1,2,629000,2,"590,000"
2017,200,3,2,1049000,2,"1,100,000"
2017,200,2,3,830000,2,"824,000"
2017,200,2,3,795000,2,"815,000"
2017,200,1,2,579000,3,"605,000"
2017,200,2,2,669750,3,"709,000"
2017,200,2,3,899000,3,"915,000"
2017,200,2,3,1350000,3,"1,212,500"
2017,200,2,4,599000,3,"700,000"
2017,200,3,3,889000,4,"965,000"
2017,200,2,2,825000,5,"840,000"
2017,210,1,2,799000,2,"876,000"
2017,210,1,2,729000,2,"717,000"
2017,210,1,2,640000,2,"635,000"
2017,210,1,2,729000,2,"724,950"
2017,210,1,2,849000,2,"900,000"
2017,210,2,2,849000,2,"869,000"
2017,210,1,3,749999,2,"715,000"
2017,210,1,3,725000,2,"740,000"
2017,210,2,3,1010000,2,"990,000"
2017,210,2,3,849000,2,"815,000"
2017,210,2,3,799000,2,"799,000"
2017,210,2,3,925000,2,"946,950"
2017,210,2,3,849000,2,"841,000"
2017,210,2,3,799000,2,"816,125"
2017,210,2,3,899000,2,"870,000"
2017,210,2,3,798000,2,"853,000"
2017,210,2,3,899000,2,"900,000"
2017,210,2,3,1295000,2,"1,279,000"
2017,210,2,3,1039000,2,"1,055,000"
2017,210,2,3,1049000,2,"1,060,000"
2017,210,2,3,979000,2,"1,055,000"
2017,210,2,3,1079000,2,"1,107,000"
2017,210,2,3,869000,2,"925,000"
2017,210,2,3,759000,2,"759,000"
2017,210,2,3,829950,2,"850,000"
2017,210,2,3,1095000,2,"1,085,500"
2017,210,2,3,915000,2,"955,000"
2017,210,2,3,999000,2,"1,200,000"
2017,210,2,3,948000,2,"1,001,025"
2017,210,2,3,1075000,2,"1,058,000"
2017,210,2,3,935000,2,"962,500"
2017,210,2,3,1050000,2,"1,060,000"
2017,210,2,3,925000,2,"981,000"
2017,210,2,3,1050000,2,"1,110,000"
2017,210,3,3,1799000,2,"1,770,000"
2017,210,3,3,950000,2,"1,050,000"
2017,210,3,3,1200000,2,"1,152,000"
2017,210,3,3,1595000,2,"1,600,000"
2017,210,3,3,1450000,2,"1,500,000"
2017,210,3,3,1295000,2,"1,280,000"
2017,210,4,3,1439000,2,"1,390,000"
2017,210,2,4,995000,2,"995,000"
2017,210,2,4,1225000,2,"1,300,000"
2017,210,2,4,1195000,2,"1,200,000"
2017,210,2,4,1525000,2,"1,575,000"
2017,210,2,4,1550000,2,"1,630,000"
2017,210,2,4,950000,2,"960,000"
2017,210,2,4,739000,2,"875,000"
2017,210,2,4,995000,2,"1,045,000"
2017,210,2,4,895000,2,"933,000"
2017,210,2,4,749900,2,"738,000"
2017,210,2,4,1425000,2,"1,515,000"
2017,210,2,4,959000,2,"965,000"
2017,210,2,4,1395000,2,"1,400,000"
2017,210,2,4,959000,2,"1,000,000"
2017,210,2,4,969000,2,"954,000"
2017,210,2,4,1550000,2,"1,560,000"
2017,210,2,4,1225000,2,"1,250,000"
2017,210,2,4,1289000,2,"1,379,700"
2017,210,2,4,940000,2,"950,000"
2017,210,2,4,990000,2,"990,000"
2017,210,3,4,1195000,2,"1,189,200"
2017,210,3,4,2395000,2,"2,450,000"
2017,210,3,4,1150000,2,"1,120,000"
2017,210,3,4,1795000,2,"1,875,000"
2017,210,3,4,1595000,2,"1,580,000"
2017,210,3,4,1129000,2,"1,100,000"
2017,210,3,4,1350000,2,"1,415,000"
2017,210,3,4,1675000,2,"1,675,000"
2017,210,3,4,3795000,2,"3,900,000"
2017,210,3,4,1249000,2,"1,300,000"
2017,210,3,4,1199000,2,"1,300,000"
2017,210,3,4,989000,2,"985,000"
2017,210,3,4,1199000,2,"1,090,000"
2017,210,3,4,1295000,2,"1,250,000"
2017,210,3,4,899950,2,"925,000"
2017,210,3,4,1300000,2,"1,326,000"
2017,210,3,4,1595000,2,"1,550,000"
2017,210,3,4,1399000,2,"1,451,000"
2017,210,4,4,2895000,2,"2,895,000"
2017,210,4,4,899000,2,"860,000"
2017,210,4,4,1495000,2,"1,475,000"
2017,210,4,4,1548000,2,"1,560,000"
2017,210,2,5,1099000,2,"1,200,000"
2017,210,3,5,1600000,2,"1,650,000"
2017,210,3,5,1075000,2,"1,085,000"
2017,210,3,5,1325000,2,"1,375,000"
2017,210,3,5,1070000,2,"1,170,400"
2017,210,3,5,935000,2,"950,000"
2017,210,3,5,1100000,2,"1,050,000"
2017,210,3,5,1099000,2,"1,155,000"
2017,210,3,5,1299000,2,"1,313,000"
2017,210,3,5,1175000,2,"1,190,000"
2017,210,4,5,950000,2,"965,000"
2017,210,4,5,3950000,2,"3,750,000"
2017,210,4,5,1900000,2,"1,945,000"
2017,210,4,5,2985000,2,"3,023,000"
2017,210,5,5,1495000,2,"1,495,000"
2017,210,4,6,1750000,2,"2,010,000"
2017,210,5,6,1575000,2,"1,560,000"
2017,210,1,2,825000,3,"871,000"
2017,210,1,2,699950,3,"728,500"
2017,210,1,2,498500,3,"490,000"
2017,210,2,2,995000,3,"1,015,000"
2017,210,2,2,955000,3,"970,000"
2017,210,1,3,690000,3,"690,000"
2017,210,1,3,975000,3,"1,120,000"
2017,210,2,3,774950,3,"776,500"
2017,210,2,3,995000,3,"1,105,000"
2017,210,2,3,925000,3,"980,000"
2017,210,2,3,995000,3,"1,100,000"
2017,210,2,3,925000,3,"968,500"
2017,210,2,3,929000,3,"1,010,000"
2017,210,2,3,925000,3,"990,000"
2017,210,2,3,1199000,3,"1,400,000"
2017,210,2,3,985000,3,"999,000"
2017,210,2,3,1195000,3,"1,375,000"
2017,210,2,3,975000,3,"1,050,000"
2017,210,2,3,1135000,3,"1,300,000"
2017,210,2,3,929000,3,"980,000"
2017,210,2,3,838000,3,"907,000"
2017,210,2,3,1095000,3,"1,230,000"
2017,210,2,3,1149000,3,"1,260,000"
2017,210,2,3,899000,3,"940,000"
2017,210,2,3,949000,3,"984,500"
2017,210,2,3,798000,3,"787,500"
2017,210,2,3,979000,3,"1,003,000"
2017,210,2,3,879000,3,"879,000"
2017,210,2,3,799950,3,"803,000"
2017,210,2,3,1050000,3,"1,115,000"
2017,210,2,3,1650000,3,"1,750,000"
2017,210,2,3,949000,3,"1,031,000"
2017,210,2,3,963000,3,"982,000"
2017,210,2,3,870000,3,"888,000"
2017,210,3,3,949000,3,"925,000"
2017,210,3,3,1229000,3,"1,300,000"
2017,210,3,3,1495000,3,"1,410,000"
2017,210,3,3,1049000,3,"1,130,000"
2017,210,3,3,965000,3,"1,000,000"
2017,210,3,3,939000,3,"950,300"
2017,210,4,3,2195000,3,"2,018,250"
2017,210,4,3,1795000,3,"1,911,000"
2017,210,4,3,2095000,3,"2,125,000"
2017,210,2,4,1095000,3,"1,115,000"
2017,210,2,4,989000,3,"1,041,000"
2017,210,2,4,1149000,3,"1,248,888"
2017,210,2,4,950000,3,"905,300"
2017,210,2,4,995000,3,"1,085,000"
2017,210,2,4,799000,3,"820,000"
2017,210,3,4,1250000,3,"1,350,000"
2017,210,3,4,2389000,3,"2,389,000"
2017,210,3,4,1100000,3,"1,150,000"
2017,210,3,4,1350000,3,"1,400,000"
2017,210,3,4,1125000,3,"1,125,000"
2017,210,3,4,1075000,3,"1,189,564"
2017,210,3,4,950000,3,"1,100,000"
2017,210,4,4,1499000,3,"1,635,000"
2017,210,4,4,2149000,3,"2,200,000"
2017,210,2,5,1175000,3,"1,205,000"
2017,210,3,5,769000,3,"800,000"
2017,210,3,5,985000,3,"1,050,000"
2017,210,3,5,1895000,3,"2,125,000"
2017,210,4,5,1495000,3,"1,710,000"
2017,210,4,5,3995000,3,"4,100,000"
2017,210,4,6,1095000,3,"1,050,000"
2017,210,6,7,3995000,3,"4,225,000"
2017,210,1,2,629000,4,"672,000"
2017,210,2,3,849000,4,"870,000"
2017,210,2,3,899000,4,"1,053,000"
2017,210,2,3,1274000,4,"1,285,000"
2017,210,2,3,850000,4,"900,000"
2017,210,2,3,845000,4,"925,000"
2017,210,2,3,1095000,4,"1,275,000"
2017,210,2,3,940000,4,"1,020,000"
2017,210,2,3,1195000,4,"1,235,000"
2017,210,2,3,625000,4,"700,000"
2017,210,2,3,939000,4,"949,000"
2017,210,2,3,1125000,4,"1,225,000"
2017,210,2,3,1200000,4,"1,400,000"
2017,210,2,3,974000,4,"990,000"
2017,210,3,3,1295000,4,"1,375,000"
2017,210,3,3,1199000,4,"1,350,000"
2017,210,3,3,1195000,4,"1,495,000"
2017,210,2,4,1225000,4,"1,355,000"
2017,210,2,4,1150000,4,"1,200,000"
2017,210,2,4,1199000,4,"1,425,000"
2017,210,2,4,939000,4,"927,000"
2017,210,2,4,765000,4,"830,000"
2017,210,3,4,1649000,4,"2,000,000"
2017,210,3,4,1197000,4,"1,330,000"
2017,210,2,5,976000,4,"975,000"
2017,210,2,1,399000,5,"471,500"
2017,210,1,2,998000,5,"1,187,500"
2017,210,2,2,839000,5,"880,950"
2017,210,1,3,819000,5,"875,000"
2017,210,1,3,689000,5,"750,000"
2017,210,2,3,789500,5,"824,500"
2017,210,2,3,775000,5,"775,000"
2017,210,2,3,875000,5,"979,000"
2017,210,2,3,875000,5,"962,500"
2017,210,2,3,995000,5,"1,050,000"
2017,210,2,3,980000,5,"975,000"
2017,210,2,3,995000,5,"1,090,000"
2017,210,3,3,1050000,5,"1,201,000"
2017,210,3,3,947500,5,"1,110,000"
2017,210,2,4,849000,5,"951,000"
2017,210,2,4,1495000,5,"1,625,000"
2017,210,3,4,1299000,5,"1,483,000"
2017,210,3,4,1450000,5,"1,575,000"
2017,210,4,5,1095000,5,"1,145,000"
2017,210,1,2,795000,6,"950,000"
2017,210,1,2,649950,6,"706,000"
2017,210,2,3,699000,6,"585,000"
2017,210,2,3,995000,6,"1,100,000"
2017,210,2,3,900000,6,"1,005,000"
2017,210,2,3,998000,6,"1,202,000"
2017,210,2,3,935000,6,"1,035,000"
2017,210,2,3,815000,6,"967,000"
2017,210,2,3,669000,6,"682,000"
2017,210,2,3,599000,6,"700,000"
2017,210,2,3,849000,6,"933,000"
2017,210,3,3,1595000,6,"1,725,000"
2017,210,3,4,949000,6,"997,500"
2017,210,3,4,1275000,6,"1,400,000"
2017,210,3,4,1175000,6,"1,300,000"
2017,210,4,4,1050000,6,"1,235,000"
2017,210,1,2,725000,7,"815,000"
2017,210,2,3,799000,7,"912,000"
2017,210,2,4,799000,7,"800,000"
