Year,Area,Total Bathrooms,Bedrooms,Curr List Price,Number of Offers,Selling Price
2016,190,1,3,895000,6,"1,100,000"
2016,190,2,4,925000,6,"1,061,000"
2016,190,2,4,949000,6,"1,050,000"
2016,190,1,3,795000,7,"963,000"
2016,190,2,3,1099000,7,"1,276,000"
2016,190,1,2,675000,8,"786,000"
2016,190,3,4,1595000,11,"2,125,000"
2016,190,2,3,599000,20,"750,000"
2016,200,1,2,639000,2,"625,000"
2016,200,1,3,695000,2,"738,000"
2016,200,2,4,969000,2,"940,000"
2016,200,4,5,1095000,2,"1,050,000"
2016,200,2,2,499000,3,"535,000"
2016,200,2,3,454500,3,"530,000"
2016,200,4,4,2500000,3,"2,500,000"
2016,200,2,1,749000,5,"725,000"
2016,200,1,2,499000,6,"565,000"
2016,200,1,2,309000,6,"345,000"
2016,210,1,2,650000,2,"650,000"
2016,210,1,2,799000,2,"812,000"
2016,210,1,2,749000,2,"739,000"
2016,210,1,2,789000,2,"820,000"
2016,210,1,2,729000,2,"750,000"
2016,210,1,2,599000,2,"750,000"
2016,210,1,2,749000,2,"835,000"
2016,210,3,2,849000,2,"875,000"
2016,210,3,2,615000,2,"650,000"
2016,210,1,3,699000,2,"703,000"
2016,210,2,3,895000,2,"900,000"
2016,210,2,3,799000,2,"811,000"
2016,210,2,3,1050000,2,"1,025,000"
2016,210,2,3,859000,2,"850,000"
2016,210,2,3,599000,2,"594,500"
2016,210,2,3,895000,2,"930,000"
2016,210,2,3,625000,2,"616,400"
2016,210,2,3,1395000,2,"1,385,000"
2016,210,2,3,975000,2,"980,000"
2016,210,2,3,849000,2,"910,000"
2016,210,2,3,999000,2,"1,010,000"
2016,210,2,3,619000,2,"500,000"
2016,210,2,3,899000,2,"939,000"
2016,210,2,3,785000,2,"802,000"
2016,210,2,3,1199000,2,"1,285,000"
2016,210,2,3,719000,2,"750,000"
2016,210,2,3,899000,2,"930,000"
2016,210,2,3,699000,2,"693,000"
2016,210,2,3,775000,2,"807,000"
2016,210,2,3,1199000,2,"1,150,000"
2016,210,2,3,965000,2,"1,055,000"
2016,210,2,3,595000,2,"595,000"
2016,210,2,3,799000,2,"820,000"
2016,210,2,3,819000,2,"835,000"
2016,210,2,3,899000,2,"950,000"
2016,210,2,3,825000,2,"839,000"
2016,210,2,3,669000,2,"694,000"
2016,210,2,3,899000,2,"780,000"
2016,210,2,3,688000,2,"700,000"
2016,210,2,3,738000,2,"725,000"
2016,210,2,3,795000,2,"795,000"
2016,210,2,3,600000,2,"624,000"
2016,210,2,3,1299000,2,"1,310,000"
2016,210,3,3,775000,2,"618,000"
2016,210,3,3,765000,2,"795,000"
2016,210,3,3,825000,2,"770,000"
2016,210,3,3,1088000,2,"1,129,500"
2016,210,3,3,1088000,2,"1,100,000"
2016,210,3,3,1399000,2,"1,450,000"
2016,210,3,3,795000,2,"841,000"
2016,210,3,3,995000,2,"1,080,000"
2016,210,3,3,1279000,2,"1,315,000"
2016,210,3,3,1060000,2,"1,075,000"
2016,210,3,3,1695000,2,"1,695,000"
2016,210,3,3,1295000,2,"1,328,920"
2016,210,3,3,875000,2,"897,500"
2016,210,3,3,1950000,2,"2,025,000"
2016,210,5,3,1589000,2,"1,600,025"
2016,210,2,4,1249000,2,"1,100,000"
2016,210,2,4,699000,2,"710,000"
2016,210,2,4,1225000,2,"1,350,000"
2016,210,2,4,949000,2,"940,000"
2016,210,2,4,995000,2,"1,008,000"
2016,210,2,4,1150000,2,"1,225,000"
2016,210,2,4,775000,2,"745,000"
2016,210,2,4,1200000,2,"1,260,000"
2016,210,2,4,1100000,2,"1,046,700"
2016,210,2,4,1250000,2,"1,250,000"
2016,210,2,4,925000,2,"1,025,000"
2016,210,2,4,879000,2,"861,000"
2016,210,3,4,1200000,2,"1,190,000"
2016,210,3,4,1895000,2,"1,975,000"
2016,210,3,4,1129000,2,"1,105,000"
2016,210,3,4,988000,2,"1,000,000"
2016,210,3,4,1299000,2,"1,301,000"
2016,210,3,4,1395000,2,"1,425,000"
2016,210,3,4,1350000,2,"1,375,000"
2016,210,3,4,1049000,2,"1,075,000"
2016,210,3,4,1499000,2,"1,525,000"
2016,210,3,4,1150000,2,"1,200,000"
2016,210,3,4,989000,2,"957,500"
2016,210,3,4,989000,2,"1,000,000"
2016,210,3,4,1345000,2,"1,317,000"
2016,210,3,4,1389000,2,"1,400,000"
2016,210,3,4,969000,2,"989,000"
2016,210,3,4,1795000,2,"1,750,000"
2016,210,3,4,1550000,2,"1,600,000"
2016,210,3,4,1195000,2,"1,225,000"
2016,210,3,4,1399000,2,"1,335,000"
2016,210,4,4,1595000,2,"1,595,000"
2016,210,5,4,2995000,2,"3,400,000"
2016,210,2,5,1600000,2,"1,625,000"
2016,210,3,5,1800000,2,"1,755,000"
2016,210,3,5,1295000,2,"1,350,000"
2016,210,4,5,1399000,2,"1,390,000"
2016,210,4,5,1295000,2,"1,330,000"
2016,210,4,5,2275000,2,"2,275,000"
2016,210,5,5,1265000,2,"1,266,200"
2016,210,5,5,2499000,2,"2,499,000"
2016,210,4,6,1375000,2,"1,337,352"
2016,210,1,2,895000,3,"980,000"
2016,210,1,2,599000,3,"583,000"
2016,210,1,2,789000,3,"804,000"
2016,210,2,2,779900,3,"774,000"
2016,210,2,2,829999,3,"850,000"
2016,210,2,3,525000,3,"535,000"
2016,210,2,3,1375000,3,"1,404,000"
2016,210,2,3,899000,3,"1,015,000"
2016,210,2,3,699900,3,"757,000"
2016,210,2,3,739000,3,"761,000"
2016,210,2,3,875000,3,"909,250"
2016,210,2,3,725000,3,"760,000"
2016,210,2,3,1295000,3,"1,299,000"
2016,210,2,3,899000,3,"899,000"
2016,210,2,3,665000,3,"673,000"
2016,210,2,3,869000,3,"930,000"
2016,210,2,3,839000,3,"895,000"
2016,210,2,3,775000,3,"830,000"
2016,210,2,3,800000,3,"860,000"
2016,210,2,3,624950,3,"640,000"
2016,210,2,3,839000,3,"885,000"
2016,210,2,3,897000,3,"941,000"
2016,210,2,3,1450000,3,"1,610,000"
2016,210,3,3,1049000,3,"1,220,000"
2016,210,3,3,1119000,3,"1,140,000"
2016,210,3,3,995000,3,"1,028,000"
2016,210,3,3,1225000,3,"1,275,000"
2016,210,3,3,2395000,3,"2,275,000"
2016,210,3,3,1199000,3,"1,310,000"
2016,210,3,3,779000,3,"765,500"
2016,210,3,3,925000,3,"985,000"
2016,210,4,3,925000,3,"925,000"
2016,210,2,4,575000,3,"550,000"
2016,210,2,4,1075000,3,"1,200,000"
2016,210,2,4,1095000,3,"1,210,000"
2016,210,2,4,1399000,3,"1,525,000"
2016,210,2,4,1200000,3,"1,270,000"
2016,210,2,4,849000,3,"897,500"
2016,210,2,4,1125000,3,"1,227,000"
2016,210,2,4,995000,3,"1,145,000"
2016,210,2,4,900000,3,"855,000"
2016,210,2,4,1495000,3,"1,495,000"
2016,210,2,4,899000,3,"980,000"
2016,210,3,4,899000,3,"917,000"
2016,210,3,4,1595000,3,"1,625,000"
2016,210,3,4,975000,3,"1,071,000"
2016,210,3,4,1198000,3,"1,288,000"
2016,210,3,4,1650000,3,"1,675,000"
2016,210,3,4,1010000,3,"1,100,000"
2016,210,3,4,1125000,3,"1,250,000"
2016,210,3,4,1100000,3,"1,222,000"
2016,210,3,4,1149950,3,"1,160,000"
2016,210,3,4,1295000,3,"1,300,000"
2016,210,4,4,1495000,3,"1,543,000"
2016,210,4,4,2195000,3,"2,342,000"
2016,210,4,5,2329000,3,"2,300,000"
2016,210,5,5,3695000,3,"4,124,000"
2016,210,6,5,1995000,3,"2,085,000"
2016,210,1,2,649000,4,"676,000"
2016,210,1,2,599000,4,"662,500"
2016,210,1,2,719000,4,"801,000"
2016,210,1,2,799000,4,"900,000"
2016,210,1,3,665000,4,"642,500"
2016,210,1,3,765000,4,"825,000"
2016,210,2,3,899000,4,"960,000"
2016,210,2,3,729000,4,"790,000"
2016,210,2,3,899000,4,"990,000"
2016,210,2,3,1350000,4,"1,500,000"
2016,210,2,3,1075000,4,"1,100,000"
2016,210,2,3,1125000,4,"1,125,000"
2016,210,2,3,835000,4,"885,000"
2016,210,2,3,685000,4,"780,000"
2016,210,2,3,599000,4,"570,000"
2016,210,2,3,795000,4,"855,000"
2016,210,3,3,1349000,4,"1,429,000"
2016,210,2,4,1150000,4,"1,250,000"
2016,210,2,4,925000,4,"1,010,000"
2016,210,2,4,1299000,4,"1,315,000"
2016,210,3,4,859000,4,"960,000"
2016,210,3,4,1299000,4,"1,300,000"
2016,210,3,4,765000,4,"770,000"
2016,210,4,4,1395000,4,"1,475,000"
2016,210,4,4,979000,4,"1,050,000"
2016,210,6,4,2300000,4,"2,707,000"
2016,210,1,2,665000,5,"730,000"
2016,210,1,2,799000,5,"835,000"
2016,210,2,2,699000,5,"766,000"
2016,210,2,3,899000,5,"970,000"
2016,210,2,3,950000,5,"1,100,000"
2016,210,2,3,995000,5,"1,130,000"
2016,210,2,3,749000,5,"775,000"
2016,210,3,3,1375000,5,"1,510,000"
2016,210,3,3,799000,5,"835,000"
2016,210,2,4,1049000,5,"1,150,000"
2016,210,2,4,1195000,5,"1,395,000"
2016,210,2,4,995000,5,"1,048,445"
2016,210,2,4,989000,5,"1,095,000"
2016,210,3,4,1075000,5,"1,220,000"
2016,210,2,5,1325000,5,"1,475,000"
2016,210,2,5,1028000,5,"1,028,000"
2016,210,4,5,1299000,5,"1,458,000"
2016,210,2,2,715000,6,"780,000"
2016,210,1,3,695000,6,"765,000"
2016,210,2,3,799000,6,"895,000"
2016,210,3,3,749000,6,"860,000"
2016,210,2,4,899900,6,"946,000"
2016,210,3,4,1395000,6,"1,485,000"
2016,210,3,4,1450000,6,"1,670,000"
2016,210,4,4,879000,6,"1,025,000"
2016,210,1,3,649000,7,"710,000"
2016,210,2,3,999000,7,"1,250,000"
2016,210,2,3,948000,7,"1,050,000"
2016,210,2,3,699000,7,"770,000"
2016,210,2,3,995000,7,"1,043,600"
2016,210,3,3,829000,7,"957,000"
2016,210,3,4,899000,7,"1,005,000"
2016,210,2,3,999000,8,"1,250,000"
2016,210,2,4,825000,8,"902,500"
2016,210,2,4,1095000,8,"1,325,000"
2016,210,2,4,799000,8,"855,000"
2016,210,3,3,899000,9,"1,013,000"
2016,210,3,5,1193000,9,"1,400,000"
2016,210,2,3,929000,10,"1,010,000"
2016,210,2,4,1150000,11,"1,415,000"
2016,210,2,5,1130000,11,"1,420,000"
2016,210,1,2,605000,23,"685,000"
2016,220,2,2,1599000,2,"1,700,000"
2016,220,2,3,1150000,2,"1,025,000"
2016,220,2,3,1395000,2,"1,500,000"
2016,220,2,3,2995000,2,"3,150,000"
2016,220,2,3,2650000,2,"2,650,000"
2016,220,3,3,2695000,2,"2,850,000"
2016,220,3,3,1799000,2,"1,860,000"
2016,220,3,4,2795000,2,"3,000,000"
2016,220,3,4,1450000,2,"1,695,000"
2016,220,4,4,1599000,2,"1,410,000"
2016,220,4,5,2595000,2,"2,595,000"
2016,220,2,2,650000,3,"675,000"
2016,220,2,3,899000,3,"915,000"
2016,220,2,3,1495000,3,"1,550,000"
2016,220,3,3,1895000,3,"1,957,000"
2016,220,3,3,1479000,3,"1,479,000"
2016,220,2,2,1199000,4,"1,200,000"
2016,220,3,2,1050000,5,"1,155,000"
2016,220,2,3,1395000,5,"1,395,000"
2016,220,3,3,1295000,5,"1,280,000"
2016,220,1,3,549000,6,"660,000"
2016,220,5,4,2250000,9,"2,925,000"
2016,220,2,3,1495000,16,"1,915,000"
2016,230,1,2,1425000,2,"1,342,750"
2016,230,2,3,2850000,2,"2,940,000"
2016,230,3,3,2925000,3,"2,950,000"
2016,240,2,3,1750000,2,"1,650,000"
2016,240,2,3,1695000,2,"1,800,000"
2016,240,2,3,1795000,2,"1,770,000"
2016,240,3,3,2695000,2,"2,675,000"
2016,240,4,3,3695000,2,"4,100,000"
2016,240,2,4,1799000,2,"1,814,000"
2016,240,3,4,2495000,2,"2,450,000"
2016,240,3,4,2425000,2,"2,450,000"
2016,240,3,4,2399000,2,"2,250,000"
2016,240,3,4,1695000,2,"1,635,000"
2016,240,4,4,3085000,2,"2,920,000"
2016,240,4,4,2395000,2,"2,443,000"
2016,240,5,4,13500000,2,"13,000,000"
2016,240,5,5,3700000,2,"3,580,000"
2016,240,6,5,4295000,2,"4,295,000"
2016,240,7,6,6500000,2,"6,350,000"
2016,240,1,3,879000,3,"1,100,000"
2016,240,1,3,1150000,3,"1,228,000"
2016,240,2,3,1450000,3,"1,610,000"
2016,240,2,3,1289000,3,"1,269,500"
2016,240,2,3,1149000,3,"1,180,000"
2016,240,2,3,1495000,3,"1,670,000"
2016,240,3,3,2659900,3,"2,530,000"
2016,240,8,5,6295000,3,"6,000,000"
2016,240,2,3,1689000,4,"1,861,000"
2016,240,2,4,1895000,4,"1,860,000"
2016,240,3,4,1950000,4,"2,100,000"
2016,240,2,3,1775000,5,"2,100,500"
2016,240,3,3,1500000,5,"1,525,000"
2016,240,2,4,1299000,5,"1,350,000"
2016,240,1,3,999950,7,"1,157,000"
2016,240,2,3,975000,9,"1,186,000"
2016,240,2,3,2350000,10,"2,725,000"
2016,240,2,3,1099000,11,"1,315,000"
2017,10,3,3,2995000,2,"2,730,000"
2017,10,3,4,2550000,2,"2,700,000"
2017,10,4,5,3495000,2,"3,200,000"
2017,10,3,4,2495000,3,"2,495,000"
2017,10,3,4,1995000,3,"2,050,000"
2017,10,5,4,5795000,3,"5,750,000"
2017,10,3,3,2350000,4,"2,465,000"
2017,10,3,6,3995000,5,"4,110,000"
2017,20,1,2,890000,2,"890,000"
2017,20,2,3,1765000,2,"1,815,000"
2017,20,3,3,5295000,2,"4,925,000"
2017,20,3,3,2195000,3,"2,500,000"
2017,20,1,2,725000,5,"790,000"
2017,30,1,3,1249000,2,"1,200,000"
2017,30,1,3,1050000,2,"1,000,000"
2017,30,2,3,1275000,2,"1,311,000"
2017,30,2,3,1499000,2,"1,475,000"
2017,30,3,3,1275000,2,"1,225,000"
2017,30,3,3,1490000,2,"1,525,000"
2017,30,3,3,1495000,2,"1,575,000"
2017,30,3,3,2650000,2,"2,750,000"
2017,30,2,4,1375000,2,"1,410,000"
2017,30,3,4,1795000,2,"1,832,000"
2017,30,2,2,1295000,3,"1,275,000"
2017,30,4,2,1050000,3,"1,025,000"
2017,30,2,3,1125000,3,"1,350,000"
2017,30,2,3,1265000,3,"1,270,000"
2017,30,2,3,1789000,3,"1,825,000"
2017,30,2,3,1395000,3,"1,510,000"
2017,30,2,3,1195000,3,"1,455,000"
2017,30,2,3,1595000,3,"1,737,000"
2017,30,2,3,1285000,3,"1,390,000"
2017,30,3,3,1295000,3,"1,400,000"
2017,30,3,3,1760000,3,"1,980,000"
2017,30,2,4,1468000,3,"1,490,000"
2017,30,3,4,1249000,3,"1,375,000"
2017,30,1,3,750000,4,"850,000"
2017,30,2,3,975000,4,"1,082,000"
2017,30,2,4,1769000,4,"2,125,000"
2017,30,2,4,1375000,4,"1,500,000"
2017,30,3,4,1895000,4,"2,050,000"
2017,30,2,5,1799000,4,"2,033,000"
2017,30,4,5,2395000,4,"2,500,000"
2017,30,2,3,1159000,5,"1,350,000"
2017,30,2,3,1350000,5,"1,465,000"
2017,30,2,4,1099000,5,"1,200,000"
2017,30,3,4,1975000,5,"2,160,000"
2017,30,1,2,850000,6,"950,000"
2017,30,1,2,995000,6,"1,051,000"
2017,30,2,2,1340000,6,"1,530,000"
2017,30,1,3,1250000,6,"1,200,000"
2017,30,2,3,1195000,6,"1,511,000"
2017,30,2,3,1599000,6,"1,750,000"
2017,30,2,3,1175000,8,"1,427,500"
2017,30,2,3,1265000,8,"1,465,000"
2017,30,2,2,1025000,9,"1,179,250"
2017,30,2,4,1100000,9,"1,206,000"
2017,30,3,4,1100000,9,"1,300,000"
2017,30,2,3,1325000,12,"1,600,000"
2017,40,3,3,982900,2,"950,000"
2017,40,3,3,1195000,2,"1,100,000"
2017,50,2,1,1099000,2,"1,065,000"
2017,50,1,2,689000,2,"710,000"
2017,50,1,2,799000,2,"804,500"
2017,50,2,2,789500,2,"850,000"
2017,50,3,2,799000,2,"773,100"
2017,50,2,3,1095000,2,"1,095,000"
2017,50,2,3,775000,2,"870,000"
2017,50,2,3,969000,2,"981,000"
2017,50,2,3,975000,2,"926,860"
2017,50,2,3,975000,2,"1,005,000"
2017,50,3,3,815000,2,"860,000"
2017,50,3,3,949000,2,"950,000"
2017,50,2,4,899000,2,"912,000"
2017,50,2,4,989000,2,"1,130,000"
2017,50,3,4,1100000,2,"1,060,000"
2017,50,1,2,650000,3,"525,000"
2017,50,1,2,650000,3,"650,000"
2017,50,1,2,825000,3,"950,000"
2017,50,1,2,799900,3,"865,000"
2017,50,1,2,699000,3,"715,000"
2017,50,2,2,699000,3,"625,000"
2017,50,2,2,749000,3,"801,000"
2017,50,1,3,859000,3,"951,000"
2017,50,2,3,829950,3,"865,000"
2017,50,2,3,879000,3,"939,000"
2017,50,3,4,1629000,3,"1,700,000"
2017,50,2,3,995000,4,"1,200,000"
2017,50,2,3,1050000,4,"1,275,000"
2017,50,2,3,950000,4,"1,112,000"
2017,50,1,2,745000,5,"801,000"
2017,50,1,2,769000,5,"800,000"
2017,50,1,2,849000,5,"930,000"
2017,50,3,2,799000,5,"910,000"
2017,50,2,3,799000,5,"872,000"
2017,50,2,3,850000,5,"1,000,000"
2017,50,2,3,550000,5,"600,000"
2017,50,2,4,1200000,5,"1,452,000"
2017,50,2,3,1125000,6,"1,100,000"
2017,50,2,3,849000,7,"980,000"
2017,50,2,3,1150000,7,"1,400,000"
2017,50,1,2,679000,9,"880,000"
2017,50,2,3,1075000,9,"1,305,000"
2017,50,3,5,1495000,9,"1,910,000"
2017,50,1,2,699000,17,"875,000"
2017,70,2,3,1599000,2,"1,740,000"
2017,70,3,3,1649900,2,"1,825,000"
2017,70,3,3,1495000,2,"1,595,000"
2017,70,3,4,2295000,2,"2,295,000"
2017,70,4,4,1775000,2,"1,700,000"
2017,70,3,5,1179000,2,"1,062,000"
2017,70,2,3,1299000,3,"1,255,000"
2017,70,3,3,1295000,3,"1,380,000"
2017,70,3,4,1195000,3,"1,245,000"
2017,70,3,4,1555000,3,"1,676,000"
2017,70,3,4,1925000,3,"1,925,000"
2017,70,3,4,1395000,3,"1,400,000"
2017,70,4,4,1995000,3,"2,100,000"
2017,70,4,4,3575000,3,"3,600,000"
2017,70,3,3,1375000,4,"1,503,000"
2017,70,3,4,1699000,4,"1,790,000"
2017,70,5,5,2350000,4,"2,625,000"
2017,70,2,3,1495000,5,"1,470,000"
2017,70,3,3,1395000,5,"1,600,000"
2017,70,3,4,1795000,5,"2,076,750"
2017,70,3,3,1095000,6,"1,300,000"
2017,70,2,3,1195000,7,"1,320,000"
2017,70,3,4,1785000,7,"2,035,000"
2017,80,1,2,895000,2,"880,500"
2017,80,2,2,1300000,2,"1,345,000"
2017,80,4,3,1295000,3,"1,372,000"
2017,80,1,2,825000,4,"800,000"
2017,90,2,3,1299000,2,"1,260,000"
2017,90,3,3,2400000,2,"2,700,000"
2017,90,3,3,1800000,2,"1,972,000"
2017,90,3,3,1385000,2,"1,325,000"
2017,90,4,3,2795000,2,"2,677,000"
2017,90,5,3,2750000,2,"2,667,000"
2017,90,2,4,1345000,2,"1,375,000"
2017,90,2,4,1795000,2,"1,950,000"
2017,90,3,4,1499000,2,"1,499,000"
2017,90,3,4,2625000,2,"2,625,000"
2017,90,3,4,1895000,2,"1,800,000"
2017,90,4,4,3995000,2,"3,800,000"
2017,90,4,5,2795000,2,"2,747,500"
2017,90,6,6,4995000,2,"5,155,000"
2017,90,2,3,1599000,3,"1,800,000"
2017,90,2,3,1365000,3,"1,475,000"
2017,90,2,3,1695000,3,"1,700,000"
2017,90,2,3,1100000,3,"1,160,000"
2017,90,3,4,1329000,3,"1,375,000"
2017,90,4,4,2950000,3,"3,200,000"
2017,90,5,4,3995000,3,"4,200,000"
2017,90,2,3,1300000,4,"1,450,000"
2017,90,3,3,999000,4,"1,320,000"
2017,90,4,5,3895000,4,"4,325,000"
2017,90,4,3,2700000,5,"2,900,000"
2017,90,2,2,1395000,6,"1,625,000"
2017,90,2,2,2195000,6,"2,770,000"
2017,90,2,3,2500000,7,"3,185,000"
2017,90,2,4,1795000,8,"2,400,000"
2017,90,3,3,1699000,9,"1,976,000"
2017,100,2,2,1395000,2,"1,450,000"
2017,100,1,3,1575000,2,"1,650,000"
2017,100,2,3,1595000,2,"1,725,000"
2017,100,3,3,1495000,2,"1,385,000"
2017,100,2,4,1995000,2,"2,250,000"
2017,100,2,4,2395000,2,"2,500,000"
2017,100,3,4,1550000,2,"1,600,000"
2017,100,3,4,2095000,2,"2,000,000"
2017,100,3,4,2595000,2,"2,790,000"
2017,100,3,4,1695000,2,"1,650,000"
2017,100,4,4,1775000,2,"1,805,000"
2017,100,4,4,1795000,2,"1,800,000"
2017,100,4,4,1998000,2,"2,025,000"
2017,100,5,4,2480000,2,"2,500,000"
2017,100,3,5,1649000,2,"1,685,000"
2017,100,1,3,1250000,3,"1,285,000"
2017,100,2,3,1575000,3,"1,570,000"
2017,100,2,3,1695000,3,"1,700,000"
2017,100,3,3,1950000,3,"2,305,000"
2017,100,3,3,2450000,3,"2,450,000"
2017,100,3,3,1795000,3,"2,060,000"
2017,100,4,3,2850000,3,"3,000,000"
2017,100,3,4,1950000,3,"2,055,000"
2017,100,4,4,2096000,3,"2,125,000"
2017,100,4,4,2550000,3,"2,615,000"
2017,100,1,3,749000,4,"845,000"
2017,100,2,3,1595000,4,"1,780,000"
2017,100,4,4,2895000,4,"3,400,000"
2017,100,2,3,1100000,5,"1,270,000"
2017,100,3,4,1795000,5,"1,890,000"
2017,100,3,4,1595000,5,"1,805,000"
2017,100,3,4,2195000,5,"2,390,000"
2017,100,3,3,2795000,6,"3,100,000"
2017,100,3,4,2295000,7,"2,725,000"
2017,100,3,4,1595000,9,"1,802,000"
2017,110,2,3,1795000,3,"1,815,000"
2017,120,1,1,795000,2,"850,000"
2017,120,1,2,885000,2,"893,000"
2017,120,1,2,679000,2,"679,000"
2017,120,1,2,995000,2,"1,050,000"
2017,120,2,2,1375000,2,"1,375,000"
2017,120,2,2,1049000,2,"1,060,000"
2017,120,2,2,899000,2,"870,000"
2017,120,3,2,1750000,2,"1,860,000"
2017,120,1,3,899000,2,"920,000"
2017,120,1,3,899000,2,"915,000"
2017,120,2,3,1795000,2,"1,735,000"
2017,120,2,3,820000,2,"792,000"
2017,120,2,3,1075000,2,"1,030,000"
2017,120,2,3,2195000,2,"2,215,000"
2017,120,2,3,2249000,2,"2,285,450"
2017,120,2,3,1175000,2,"1,060,000"
2017,120,2,3,1625000,2,"1,580,000"
2017,120,2,3,1585000,2,"1,700,000"
2017,120,2,3,1050000,2,"1,200,000"
2017,120,2,3,1379000,2,"1,400,000"
2017,120,2,3,1299000,2,"1,350,000"
2017,120,2,3,1198000,2,"1,250,000"
2017,120,2,3,1595000,2,"1,660,500"
2017,120,2,3,1300000,2,"1,205,000"
2017,120,2,3,1800000,2,"1,850,000"
2017,120,3,3,1199000,2,"1,100,000"
2017,120,3,3,1150000,2,"1,130,000"
2017,120,3,3,1329000,2,"1,270,000"
2017,120,3,3,1549000,2,"1,675,000"
2017,120,3,3,1995000,2,"2,230,000"
2017,120,3,3,1549500,2,"1,600,000"
2017,120,3,3,1350000,2,"1,410,000"
2017,120,3,3,1895000,2,"1,770,000"
2017,120,3,3,995000,2,"1,100,000"
2017,120,2,4,2295000,2,"2,335,000"
2017,120,2,4,1850000,2,"1,900,000"
2017,120,3,4,1595000,2,"1,590,000"
2017,120,3,4,2150000,2,"2,100,000"
2017,120,3,4,1675000,2,"1,675,000"
2017,120,3,4,2895000,2,"2,902,500"
2017,120,3,4,1199000,2,"1,250,000"
2017,120,3,4,2395000,2,"2,625,000"
2017,120,3,4,2250000,2,"2,280,000"
2017,120,3,4,1595000,2,"1,600,000"
2017,120,3,4,1995000,2,"2,200,000"
2017,120,3,4,2150000,2,"2,150,000"
2017,120,3,4,1975000,2,"1,938,000"
2017,120,3,4,1880000,2,"1,925,000"
2017,120,3,4,1550000,2,"1,600,000"
2017,120,3,4,1795000,2,"1,825,000"
2017,120,3,4,1800000,2,"1,800,000"
2017,120,3,4,1469000,2,"1,469,000"
2017,120,3,4,1499000,2,"1,485,000"
2017,120,4,4,4750000,2,"4,425,000"
2017,120,4,4,3095000,2,"2,950,000"
2017,120,4,4,2522500,2,"2,522,500"
2017,120,4,4,2395000,2,"2,389,000"
2017,120,4,4,1725000,2,"1,710,000"
2017,120,4,4,2695000,2,"2,850,000"
2017,120,5,4,4499000,2,"4,400,000"
2017,120,5,4,4395000,2,"4,600,000"
2017,120,3,5,2695000,2,"2,745,000"
2017,120,4,5,2325000,2,"2,400,000"
2017,120,4,5,2100000,2,"2,050,000"
2017,120,5,5,3300000,2,"3,350,000"
2017,120,5,5,3495000,2,"3,495,000"
2017,120,5,5,4995000,2,"4,870,000"
2017,120,6,5,5000000,2,"5,045,000"
2017,120,6,5,3995000,2,"3,800,000"
2017,120,1,2,965000,3,"1,150,000"
2017,120,1,2,1549000,3,"1,505,000"
2017,120,1,2,1025000,3,"1,100,000"
2017,120,1,2,999000,3,"1,099,000"
2017,120,1,2,599000,3,"675,000"
2017,120,1,2,1300000,3,"1,475,000"
2017,120,2,2,950000,3,"1,100,000"
2017,120,3,2,1249900,3,"1,150,000"
2017,120,3,2,999000,3,"1,125,000"
2017,120,1,3,1100000,3,"1,150,000"
2017,120,2,3,925000,3,"955,000"
2017,120,2,3,1049000,3,"1,259,000"
2017,120,2,3,1375000,3,"1,365,000"
2017,120,2,3,1249000,3,"1,360,000"
2017,120,2,3,1395000,3,"1,475,000"
2017,120,2,3,1095000,3,"1,025,000"
2017,120,2,3,1495000,3,"1,500,000"
2017,120,3,3,1750000,3,"1,750,000"
2017,120,3,3,1450000,3,"1,450,000"
2017,120,3,3,1350000,3,"1,465,000"
2017,120,3,3,1225000,3,"1,400,000"
2017,120,4,3,2000000,3,"1,953,700"
2017,120,2,4,1795000,3,"1,813,670"
2017,120,2,4,799000,3,"785,000"
2017,120,3,4,899000,3,"900,000"
2017,120,3,4,1795000,3,"1,800,000"
2017,120,3,4,1595000,3,"1,677,000"
2017,120,3,4,1375000,3,"1,435,000"
2017,120,3,4,1995000,3,"2,275,000"
2017,120,3,4,1549000,3,"1,905,000"
2017,120,3,4,1650000,3,"1,725,000"
2017,120,3,4,2495000,3,"2,600,000"
2017,120,4,4,2950000,3,"3,050,000"
2017,120,5,4,1795000,3,"1,750,000"
2017,120,2,2,999000,4,"1,100,000"
2017,120,2,2,995000,4,"1,215,000"
2017,120,2,2,995000,4,"1,268,900"
2017,120,1,3,949000,4,"990,000"
2017,120,2,3,1385000,4,"1,415,000"
2017,120,2,3,1095000,4,"1,210,000"
2017,120,2,3,1200000,4,"1,385,000"
2017,120,2,3,1999000,4,"2,300,000"
2017,120,2,3,1595000,4,"1,786,000"
2017,120,2,3,1295000,4,"1,451,000"
2017,120,2,3,1195000,4,"1,400,000"
2017,120,2,3,995000,4,"1,150,000"
2017,120,3,3,1395000,4,"1,450,000"
2017,120,3,3,1195000,4,"1,350,000"
2017,120,4,3,990000,4,"950,000"
2017,120,3,4,1695000,4,"1,800,000"
2017,120,4,4,2995000,4,"3,500,000"
2017,120,3,5,1450000,4,"1,550,000"
2017,120,3,6,1289000,4,"1,415,000"
2017,120,1,1,749000,5,"730,000"
2017,120,1,2,989000,5,"1,250,000"
2017,120,2,2,1195000,5,"1,400,000"
2017,120,2,2,899000,5,"1,155,000"
2017,120,2,2,1375000,5,"1,375,000"
2017,120,2,3,884000,5,"955,000"
2017,120,2,3,999000,5,"1,250,000"
